cost_multiplier,agent,action,duration,cost,level,time,phase,phase_name,location,site_depth,hub_height
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,209.34850538455447,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 1,Fasten Monopile,12.0,60000.0,ACTION,210.0,MonopileInstallation,MonopileInstallation,,,
,Feeder 1,Fasten Transition Piece,8.0,40000.0,ACTION,218.0,MonopileInstallation,MonopileInstallation,,,
,Feeder 0,Queue,10.058251372202278,50291.25686101139,ACTION,218.0,MonopileInstallation,,,,
,Feeder 1,Transit,3.2432432432432434,16216.216216216217,ACTION,221.24324324324326,MonopileInstallation,,,,
,Feeder 1,Jackup,1.6666666666666667,8333.333333333334,ACTION,222.9099099099099,MonopileInstallation,MonopileInstallation,,,
,WTIV,Delay: Not enough vessels for monopiles,13.561404525355442,141264.63047245253,ACTION,222.9099099099099,MonopileInstallation,,Site,,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,224.9099099099099,MonopileInstallation,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,225.22657657657658,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,226.22657657657658,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,229.22657657657658,MonopileInstallation,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,229.94964211190438,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,229.9528921119044,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Fasten Monopile,12.0,60000.0,ACTION,230.0,MonopileInstallation,MonopileInstallation,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,230.9528921119044,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Fasten Transition Piece,8.0,40000.0,ACTION,238.0,MonopileInstallation,MonopileInstallation,,,
,WTIV,Delay,16.0,166666.66666666666,ACTION,246.9528921119044,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,248.4528921119044,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Fasten Monopile,12.0,60000.0,ACTION,250.0,MonopileInstallation,MonopileInstallation,,,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,250.4528921119044,MonopileInstallation,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,251.4528921119044,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,252.4528921119044,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,256.45289211190436,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,256.769558778571,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Fasten Transition Piece,8.0,40000.0,ACTION,258.0,MonopileInstallation,MonopileInstallation,,,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,258.769558778571,MonopileInstallation,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,259.0862254452377,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,260.0862254452377,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,263.0862254452377,MonopileInstallation,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,263.8092909805655,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,263.8125409805655,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,264.8125409805655,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,266.3125409805655,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,268.3125409805655,MonopileInstallation,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,269.3125409805655,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Fasten Monopile,12.0,60000.0,ACTION,270.0,MonopileInstallation,MonopileInstallation,,,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,270.3125409805655,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,274.3125409805655,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,274.62920764723214,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,276.62920764723214,MonopileInstallation,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,276.9458743138988,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,277.9458743138988,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Fasten Transition Piece,8.0,40000.0,ACTION,278.0,MonopileInstallation,MonopileInstallation,,,
,WTIV,Release Monopile,3.0,31250.0,ACTION,280.9458743138988,MonopileInstallation,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,281.6689398492266,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,281.6721898492266,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,282.6721898492266,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,284.1721898492266,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,286.1721898492266,MonopileInstallation,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,287.1721898492266,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,288.1721898492266,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Fasten Monopile,12.0,60000.0,ACTION,290.0,MonopileInstallation,MonopileInstallation,,,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,292.1721898492266,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,292.48885651589325,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,294.48885651589325,MonopileInstallation,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,294.8055231825599,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,295.8055231825599,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Fasten Transition Piece,8.0,40000.0,ACTION,298.0,MonopileInstallation,MonopileInstallation,,,
,WTIV,Release Monopile,3.0,31250.0,ACTION,298.8055231825599,MonopileInstallation,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,299.5285887178877,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,299.5318387178877,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,300.5318387178877,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Transit,3.2432432432432434,16216.216216216217,ACTION,301.2432432432432,MonopileInstallation,,,,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,302.0318387178877,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Jackup,1.6666666666666667,8333.333333333334,ACTION,302.9099099099099,MonopileInstallation,MonopileInstallation,,,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,304.0318387178877,MonopileInstallation,,,,
,Feeder 1,ActiveFeeder,81.12192880797778,405609.6440398889,ACTION,304.0318387178877,MonopileInstallation,,Site,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,305.0318387178877,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 1,Jackdown,1.6666666666666667,8333.333333333334,ACTION,305.6985053845544,MonopileInstallation,MonopileInstallation,,,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,306.0318387178877,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 1,Transit,3.2432432432432434,16216.216216216217,ACTION,308.9417486277976,MonopileInstallation,,,,
,Feeder 0,Queue,6.031838717887695,30159.193589438473,ACTION,308.9417486277976,MonopileInstallation,,Site,,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,310.0318387178877,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,310.34850538455436,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,312.34850538455436,MonopileInstallation,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,312.665172051221,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,313.665172051221,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,316.665172051221,MonopileInstallation,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,317.3882375865488,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,317.3914875865488,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,318.3914875865488,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,319.8914875865488,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 1,Fasten Monopile,12.0,60000.0,ACTION,320.9417486277976,MonopileInstallation,MonopileInstallation,,,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,321.8914875865488,MonopileInstallation,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,322.8914875865488,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,323.8914875865488,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,327.8914875865488,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,328.20815425321547,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 1,Fasten Transition Piece,8.0,40000.0,ACTION,328.9417486277976,MonopileInstallation,MonopileInstallation,,,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,330.20815425321547,MonopileInstallation,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,330.52482091988213,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,331.52482091988213,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,334.52482091988213,MonopileInstallation,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,335.24788645520994,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,335.2511364552099,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,336.2511364552099,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,337.7511364552099,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,339.7511364552099,MonopileInstallation,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,340.7511364552099,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 1,Fasten Monopile,12.0,60000.0,ACTION,340.9417486277976,MonopileInstallation,MonopileInstallation,,,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,341.7511364552099,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,345.7511364552099,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,346.0678031218766,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,348.0678031218766,MonopileInstallation,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,348.38446978854324,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 1,Fasten Transition Piece,8.0,40000.0,ACTION,348.9417486277976,MonopileInstallation,MonopileInstallation,,,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,349.38446978854324,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,352.38446978854324,MonopileInstallation,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,353.10753532387105,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,353.110785323871,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,354.110785323871,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,355.610785323871,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,357.610785323871,MonopileInstallation,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,358.610785323871,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,359.610785323871,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 1,Fasten Monopile,12.0,60000.0,ACTION,360.9417486277976,MonopileInstallation,MonopileInstallation,,,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,363.610785323871,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,363.9274519905377,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,365.9274519905377,MonopileInstallation,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,366.24411865720435,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,367.24411865720435,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 1,Fasten Transition Piece,8.0,40000.0,ACTION,368.9417486277976,MonopileInstallation,MonopileInstallation,,,
,WTIV,Release Monopile,3.0,31250.0,ACTION,370.24411865720435,MonopileInstallation,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,370.96718419253216,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,370.97043419253214,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,371.97043419253214,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,373.47043419253214,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,375.47043419253214,MonopileInstallation,,,,
,Feeder 0,ActiveFeeder,66.52868556473453,332643.42782367265,ACTION,375.47043419253214,MonopileInstallation,,Site,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,376.47043419253214,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Jackdown,1.6666666666666667,8333.333333333334,ACTION,377.1371008591988,MonopileInstallation,MonopileInstallation,,,
,WTIV,Lower TP,1.0,10416.666666666666,ACTION,377.47043419253214,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Transit,3.2432432432432434,16216.216216216217,ACTION,380.38034410244205,MonopileInstallation,,,,
,Feeder 1,Fasten Monopile,12.0,60000.0,ACTION,380.9417486277976,MonopileInstallation,MonopileInstallation,,,
,WTIV,Bolt TP,4.0,41666.666666666664,ACTION,381.47043419253214,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Jackdown,0.31666666666666665,3298.611111111111,ACTION,381.7871008591988,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 1,Fasten Transition Piece,8.0,40000.0,ACTION,388.9417486277976,MonopileInstallation,MonopileInstallation,,,
,Feeder 0,Queue,8.561404525355556,42807.022626777776,ACTION,388.9417486277976,MonopileInstallation,,,,
,Feeder 1,Transit,3.2432432432432434,16216.216216216217,ACTION,392.18499187104084,MonopileInstallation,,,,
,Feeder 1,Jackup,1.6666666666666667,8333.333333333334,ACTION,393.8516585377075,MonopileInstallation,MonopileInstallation,,,
,WTIV,Delay: Not enough vessels for monopiles,12.06455767850872,125672.47581779916,ACTION,393.8516585377075,MonopileInstallation,,Site,,
,WTIV,Position Onsite,2.0,20833.333333333332,ACTION,395.8516585377075,MonopileInstallation,,,,
,WTIV,Jackup,0.31666666666666665,3298.611111111111,ACTION,396.1683252043742,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,RovSurvey,1.0,10416.666666666666,ACTION,397.1683252043742,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Monopile,3.0,31250.0,ACTION,400.1683252043742,MonopileInstallation,,,,
,WTIV,Upend Monopile,0.7230655353278155,7531.932659664744,ACTION,400.891390739702,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Lower Monopile,0.0032500000000000003,33.854166666666664,ACTION,400.89464073970197,MonopileInstallation,MonopileInstallation,,22.5,
,Feeder 0,Fasten Monopile,12.0,60000.0,ACTION,400.9417486277976,MonopileInstallation,MonopileInstallation,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,401.89464073970197,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Drive Monopile,1.5,15625.0,ACTION,403.39464073970197,MonopileInstallation,MonopileInstallation,,22.5,
,WTIV,Release Transition Piece,2.0,20833.333333333332,ACTION,405.39464073970197,MonopileInstallation,,,,
,WTIV,Crane Reequip,1.0,10416.666666666666,ACTION,406.39464073970197,MonopileInstallation,MonopileInstallation,,22.5,
